station_id,station_name,sensor,url,date,min,max,median,q1,q3,stdev,count
544786,"Caloocan Sports Complex, District 1, Philippines","Clarity/dmrbb2026","https://aqicn.org/station/@544786/",2025-11-02T00:00:00.000Z,1.4,15.12,5,3.34,8.19,3.343,24
544786,"Caloocan Sports Complex, District 1, Philippines","Clarity/dmrbb2026","https://aqicn.org/station/@544786/",2025-11-03T00:00:00.000Z,6.56,32.35,15.82,10.84,20.49,6.471,24
544786,"Caloocan Sports Complex, District 1, Philippines","Clarity/dmrbb2026","https://aqicn.org/station/@544786/",2025-11-04T00:00:00.000Z,10.21,33.67,15.97,14.27,25.06,7.23,24
544786,"Caloocan Sports Complex, District 1, Philippines","Clarity/dmrbb2026","https://aqicn.org/station/@544786/",2025-11-05T00:00:00.000Z,2.98,17.41,10.18,6.28,12.82,4.147,24
544786,"Caloocan Sports Complex, District 1, Philippines","Clarity/dmrbb2026","https://aqicn.org/station/@544786/",2025-11-06T00:00:00.000Z,7.32,46.99,17.36,12.15,23.87,10.401,24
544786,"Caloocan Sports Complex, District 1, Philippines","Clarity/dmrbb2026","https://aqicn.org/station/@544786/",2025-11-07T00:00:00.000Z,6.9,37.28,20.73,16.57,24.75,7.624,24
544786,"Caloocan Sports Complex, District 1, Philippines","Clarity/dmrbb2026","https://aqicn.org/station/@544786/",2025-11-08T00:00:00.000Z,12.04,28.13,16.32,13.5,20.07,4.568,24
544786,"Caloocan Sports Complex, District 1, Philippines","Clarity/dmrbb2026","https://aqicn.org/station/@544786/",2025-11-09T00:00:00.000Z,0.02,28.43,3.36,0.65,14.25,9.615,24
544786,"Caloocan Sports Complex, District 1, Philippines","Clarity/dmrbb2026","https://aqicn.org/station/@544786/",2025-11-10T00:00:00.000Z,2,11.04,7.1,3.61,10.28,3.183,24
544786,"Caloocan Sports Complex, District 1, Philippines","Clarity/dmrbb2026","https://aqicn.org/station/@544786/",2025-11-11T00:00:00.000Z,5.37,25.57,16.51,8.24,17.66,5.56,24
544786,"Caloocan Sports Complex, District 1, Philippines","Clarity/dmrbb2026","https://aqicn.org/station/@544786/",2025-11-12T00:00:00.000Z,11.07,43.77,26.9,15.72,30.07,9.651,24
