location_name,location_id,sensor_id,utc_timestamp,local_timestamp,pm25_value,parameter,unit
Rajah Sulayman Park,6338564,16181084,2026-05-14T05:00:00Z,2026-05-14T13:00:00+08:00,25.8,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-14T07:00:00Z,2026-05-14T15:00:00+08:00,22.7,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-14T08:00:00Z,2026-05-14T16:00:00+08:00,18.8,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-14T09:00:00Z,2026-05-14T17:00:00+08:00,20.6,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-14T10:00:00Z,2026-05-14T18:00:00+08:00,18.2,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-14T11:00:00Z,2026-05-14T19:00:00+08:00,14.9,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-14T12:00:00Z,2026-05-14T20:00:00+08:00,16.5,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-14T13:00:00Z,2026-05-14T21:00:00+08:00,15.0,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-14T14:00:00Z,2026-05-14T22:00:00+08:00,15.0,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-14T15:00:00Z,2026-05-14T23:00:00+08:00,14.8,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-14T16:00:00Z,2026-05-15T00:00:00+08:00,17.1,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-14T17:00:00Z,2026-05-15T01:00:00+08:00,15.0,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-14T18:00:00Z,2026-05-15T02:00:00+08:00,15.2,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-14T20:00:00Z,2026-05-15T04:00:00+08:00,17.2,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-14T21:00:00Z,2026-05-15T05:00:00+08:00,16.9,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-15T05:00:00Z,2026-05-15T13:00:00+08:00,29.1,PM2.5,µg/m³
