location_name,location_id,sensor_id,utc_timestamp,local_timestamp,pm25_value,parameter,unit
Tivoli,6340868,16198443,2026-05-16T04:00:00Z,2026-05-16T12:00:00+08:00,41.9,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-16T05:00:00Z,2026-05-16T13:00:00+08:00,47.7,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-16T06:00:00Z,2026-05-16T14:00:00+08:00,52.5,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-16T07:00:00Z,2026-05-16T15:00:00+08:00,63.5,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-16T08:00:00Z,2026-05-16T16:00:00+08:00,43.7,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-16T10:00:00Z,2026-05-16T18:00:00+08:00,37.7,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-16T11:00:00Z,2026-05-16T19:00:00+08:00,47.3,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-16T12:00:00Z,2026-05-16T20:00:00+08:00,48.0,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-16T13:00:00Z,2026-05-16T21:00:00+08:00,43.9,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-16T14:00:00Z,2026-05-16T22:00:00+08:00,37.7,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-16T15:00:00Z,2026-05-16T23:00:00+08:00,34.0,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-16T16:00:00Z,2026-05-17T00:00:00+08:00,29.8,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-16T17:00:00Z,2026-05-17T01:00:00+08:00,29.9,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-16T18:00:00Z,2026-05-17T02:00:00+08:00,38.2,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-16T19:00:00Z,2026-05-17T03:00:00+08:00,37.4,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-16T20:00:00Z,2026-05-17T04:00:00+08:00,36.2,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-16T21:00:00Z,2026-05-17T05:00:00+08:00,36.2,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-16T22:00:00Z,2026-05-17T06:00:00+08:00,36.8,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-16T23:00:00Z,2026-05-17T07:00:00+08:00,41.0,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-17T00:00:00Z,2026-05-17T08:00:00+08:00,38.6,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-17T01:00:00Z,2026-05-17T09:00:00+08:00,33.3,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-17T02:00:00Z,2026-05-17T10:00:00+08:00,22.6,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-17T03:00:00Z,2026-05-17T11:00:00+08:00,10.0,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-17T04:00:00Z,2026-05-17T12:00:00+08:00,12.9,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-17T05:00:00Z,2026-05-17T13:00:00+08:00,18.5,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-17T06:00:00Z,2026-05-17T14:00:00+08:00,19.9,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-17T07:00:00Z,2026-05-17T15:00:00+08:00,25.3,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-17T08:00:00Z,2026-05-17T16:00:00+08:00,9.8,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-17T09:00:00Z,2026-05-17T17:00:00+08:00,19.5,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-17T10:00:00Z,2026-05-17T18:00:00+08:00,23.6,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-17T11:00:00Z,2026-05-17T19:00:00+08:00,29.9,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-17T12:00:00Z,2026-05-17T20:00:00+08:00,26.1,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-17T13:00:00Z,2026-05-17T21:00:00+08:00,23.2,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-17T14:00:00Z,2026-05-17T22:00:00+08:00,22.8,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-17T15:00:00Z,2026-05-17T23:00:00+08:00,25.3,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-17T16:00:00Z,2026-05-18T00:00:00+08:00,22.3,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-17T17:00:00Z,2026-05-18T01:00:00+08:00,21.7,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-17T18:00:00Z,2026-05-18T02:00:00+08:00,22.8,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-17T19:00:00Z,2026-05-18T03:00:00+08:00,23.6,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-17T20:00:00Z,2026-05-18T04:00:00+08:00,28.3,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-17T21:00:00Z,2026-05-18T05:00:00+08:00,29.9,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-17T22:00:00Z,2026-05-18T06:00:00+08:00,23.6,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-17T23:00:00Z,2026-05-18T07:00:00+08:00,22.7,PM2.5,µg/m³
Tivoli,6340868,16198443,2026-05-18T00:00:00Z,2026-05-18T08:00:00+08:00,31.4,PM2.5,µg/m³
